,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Date,Session,Clan,Rating,Opponent,#,Map,Notes,Ya,Mo,Oh,Kr,GK,Co,Th,Re,Bo,Za,DM,Sa,Hi,Go,He,Ve,Yo,PR,Mk,St,Wo,Sm,Mi,Co,Sh,Hg,Hy,Ge,So,Gr,Kh,52,Da,Kl,Ma,PE,YY,X,,486,Points
,,,4.3,KSD,A,TQL,53,Sea of Fortune,McRendel1ten,,,,2,,,,,,,,,,,,,,,1,1,,2,,,1,,,,,,,,1,,,,,-,,L,-17
,,,4.3,KSD,A,NGAGE,6,Crash Zone Alpha,McRendel1ten,1,1,,,,,,,,,1,,,,,,,,1,,,2,,,,,,2,,,,,,,,,,-,,W,25
,,,4.3,KSD,A,NIER,61,Land of Fire,McRendel1ten,,,,2,,,,,,,1,,,,,,,,1,1,,1,,,,,,,,,,,2,,,,,-,,L,-18
,,,4.3,KSD,A,5D2,118,Sea of Fortune,McRendel1ten,1,,,1,,,,,,,1,,,,,1,,,,1,1,,,,,,,1,,,,,1,,,,,-,,L,-20
,,17/11,4.4,KSD,A,5D,45,North,NotYou,1,,,1,,,,,,,1,,1,,,,,,1,1,,,,,,,,1,,,,,1,,,,,-,,W,20
,,,4.4,KSD,A,DENY,100,Land of Fire,NotYou,,,,2,,,,,,,,,,,,1,,,,2,,1,,,,,,,1,,,,,1,,,,-,,W,20
,,,4.4,KSD,A,KSE,50,SEa of Fortune,NotYou,,1,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,3,,,,-,,W,23
,,,4.4,KSD,A,-B2P-,23,Hotspot,NotYou,,,,1,,,,,1,,,,,,,,1,,1,1,,1,,,,,,,1,,,,1,,,,,-,,L,-20
,,,4.4,KSD,A,BOTES,17,North,NotYou,,1,,,,,,,,,,,,,,,,,,2,,3,,,1,,,1,,,,,,,,,,-,,L,-16
,,,4.4,KSD,A,BGA,163,Hotspot,NotYou,,1,,1,,,,,,1,3,,,,,,,,,,,,,,,,,,1,,,,1,,,,,-,,W,21
,,,4.4,KSD,A,KSC,21,Crash Zone Alpha,NotYou,,,,1,,,,,,,,,,,,2,,,1,1,,1,,,,,,1,,,,,1,,,,,,,W,25
,,,4.4,KSD,A,-MM-,95,Warrior's Path,NotYou,1,,1,,,,,,,,2,,1,,,,,,,1,,,,,1,,,,1,,,,,,,,,-,,W,S
,,,4.4,KSD,A,TASH,52,Hotspot,NotYou,1,,,1,,,,,,,,,,,,,,,,2,,2,,,,,,,1,,,,1,,,,,-,,W,S
,,,4.4,KSD,A,-B2P-,23,SEa of Fortune,NotYou,,,,1,,,,,1,,,,,,,,1,,1,1,,1,,,1,,,,,,,,1,,,,,-,,L,S
,,,4.4,KSD,A,FORM,51,North,NotYou,,,,1,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,3,,,,-,,W,S
,,,4.4,KSD,A,-BN-,9,Warrior's Path,NotYou,,,,1,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,4,,,,-,,L,S
,,,4.4,KSD,A,R-F1,93,Crash Zone Alpha,NotYou,1,,,1,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,,2,,,,-,,W,56
,,,4.4,KSD,A,SALVO,62,Land of Fire,NotYou,1,,,1,,,,,,,1,,,,,,1,,,1,,1,,,,,,1,,,,,1,,,,,-,,W,18
,,,4.4,KSD,B,-BRS-,33,Shards,NotYou,,,,2,,,,,,,1,,,,,,,,2,,,1,,,,,,,1,,,,1,,,,,-,,W,22
,,,4.4,KSD,B,TRETA,90,Land of Fire,NotYou,,,,2,,,,,,,1,,,,,,,,,1,,1,,,,,,1,,,,,,2,,,,-,,W,20
,,,4.4,KSD,B,CHASE,66,Warrior's Path,NotYou,1,,,1,,,,,,,,,,,,1,,,1,1,,1,,,,,,1,,1,,,,,,,,-,,W,21
,,,4.4,KSD,B,PWP,4,SEa of Fortune,NotYou,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,4,,,,-,,W,S
,,20/11,5.1,KSD,B,RKN,19,Warrior's Path,NotYou,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,4,,,,-,,L,S
,,,5.1,KSD,A,PN,80,SEa of Fortune,NotYou,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,3,,,,-,,L,-20
,,,5.1,KSD,A,-WTP-,56,Crash Zone Alpha,NotYou,,,,2,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,2,1,,,,-,,W,18
,,,5.1,KSD,A,5D,45,Land of Fire,NotYou,1,1,,,,,,,,1,2,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,-,,W,15
,,,5.1,KSD,A,-BRS-,33,Warrior's Path,NotYou,,,,2,,,,,,,1,,,,,,,,2,,,1,,,1,,,1,,,,,,,,,,-,,W,20
,,,5.1,KSD,A,QQ7,20,North,NotYou,,,,1,,,,,,,1,,,,,1,,,1,1,,1,,,,,,,1,,,,1,,,,,-,,W,19
,,,5.1,KSD,A,-BN-,9,Shards,NotYou,,,,1,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,4,,,,-,,L,-19
,,,5.1,KSD,A,KILL,63,Hotspot,NotYou,,,,2,,,,,,,1,,,,1,,,,,1,,2,,,1,,,,,,,,,,,,,-,,W,16
,,,5.1,KSD,A,CVR,37,SEa of Fortune,NotYou,1,,,1,,,,,,,,,,,1,,,,2,1,,,,,,,,,1,,,,,1,,,,-,,L,-21
,,,5.1,KSD,A,UR,14,North,NotYou,,,,1,,,,1,,,1,,,,,,,,,1,,2,,,1,,,,1,,,,,,,,,-,,L,-19
,,,5.1,KSD,A,AP,12,Warrior's Path,NotYou,,,,1,,,1,,,,1,,,,,,,,,1,,2,,,1,,,1,,,,,,,,,,-,,L,-17
,,21/11,5.2,KSD,A,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,5.2,KSD,A,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,5.2,KSD,A,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,5.2,KSD,A,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,5.2,KSD,A,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,5.2,KSD,A,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,5.2,KSD,A,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,
